hotel_id,hotel_name,n_comment,n_star,url,Price
214,"Corus Hyde Park Hotel, Sure Hotel Collection by Best Western",5195,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195279-Reviews-Corus_Hyde_Park_Hotel_Sure_Hotel_Collection_by_Best_Western-London_England.html,£161
215,Holiday Inn Express London - ExCeL,959,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d7797352-Reviews-Holiday_Inn_Express_London_ExCeL-London_England.html,£92
216,Park Villa Boutique Hostel,113,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d8460642-Reviews-Park_Villa_Boutique_Hostel-London_England.html,£68
217,Novotel London Paddington Hotel,3016,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1159072-Reviews-Novotel_London_Paddington_Hotel-London_England.html,£160
218,Travelodge London Vauxhall Hotel,2144,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d4191654-Reviews-Travelodge_London_Vauxhall_Hotel-London_England.html,£137
219,Travelodge London Crystal Palace,73,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3154876-Reviews-Travelodge_London_Crystal_Palace-London_England.html,£61
220,Crowne Plaza London Docklands,2205,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d279655-Reviews-Crowne_Plaza_London_Docklands-London_England.html,£146
221,Euro Hotel Hammersmith,172,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d551172-Reviews-Euro_Hotel_Hammersmith-London_England.html,£64
222,Dorsett Shepherds Bush London,2118,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d5823268-Reviews-Dorsett_Shepherds_Bush_London-London_England.html,£155
223,Alhambra Hotel,2330,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d210066-Reviews-Alhambra_Hotel-London_England.html,£108
224,Ibis London Blackfriars Hotel,4265,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3523344-Reviews-Ibis_London_Blackfriars_Hotel-London_England.html,£79
225,SponsoredThe Prince Akatoki London,71,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1626349-Reviews-The_Prince_Akatoki_London-London_England.html,£383
226,The Goring,1718,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d214516-Reviews-The_Goring-London_England.html,£447
227,The Prince Akatoki London,71,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1626349-Reviews-The_Prince_Akatoki_London-London_England.html,£383
228,Vintry & Mercer,411,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d13126259-Reviews-Vintry_Mercer-London_England.html,£236
229,The Montcalm London Marble Arch,3193,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192069-Reviews-The_Montcalm_London_Marble_Arch-London_England.html,£331
230,The Rubens at the Palace,5253,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d199868-Reviews-The_Rubens_at_the_Palace-London_England.html,£220
231,SponsoredOYO Grantly,465,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d279641-Reviews-OYO_Grantly-London_England.html,£72
232,The Curtain,535,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d10844183-Reviews-The_Curtain-London_England.html,£223
233,69TheGrove,1437,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1232917-Reviews-69TheGrove-London_England.html,£138
234,"Victory House London, Leicester Square",226,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12105976-Reviews-Victory_House_London_Leicester_Square-London_England.html,£242
235,"100 Queen’s Gate Hotel London, Curio Collection by Hilton",270,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d199848-Reviews-100_Queen_s_Gate_Hotel_London_Curio_Collection_by_Hilton-London_England.html,£191
236,Thistle Trafalgar Square,2123,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193111-Reviews-Thistle_Trafalgar_Square-London_England.html,£214
237,The Wesley Hotel & Conference Venue,2175,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d563893-Reviews-The_Wesley_Hotel_Conference_Venue-London_England.html,£177
238,Holiday Inn Express London Royal Docks - Docklands,1159,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d189377-Reviews-Holiday_Inn_Express_London_Royal_Docks_Docklands-London_England.html,£187
239,The Captain Cook,110,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d8671439-Reviews-The_Captain_Cook-London_England.html,£87
240,Rathbone Hotel,1405,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d199847-Reviews-Rathbone_Hotel-London_England.html,£172
241,The Queen's Gate Hotel,1370,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d215295-Reviews-The_Queen_s_Gate_Hotel-London_England.html,£118
242,The Beverley Hotel,239,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d9984821-Reviews-The_Beverley_Hotel-London_England.html,£127
243,M by Montcalm Shoreditch London Tech City,2874,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d7182667-Reviews-M_by_Montcalm_Shoreditch_London_Tech_City-London_England.html,£197
244,Holiday Inn Express London - Golders Green,641,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d670916-Reviews-Holiday_Inn_Express_London_Golders_Green-London_England.html,£95
245,Assembly Hotel London,428,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d14078928-Reviews-Assembly_Hotel_London-London_England.html,£137
246,Leonardo Royal London St. Paul's,628,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d605356-Reviews-Leonardo_Royal_London_St_Paul_s-London_England.html,£160
247,Holiday Inn Express London - Ealing,318,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d8631882-Reviews-Holiday_Inn_Express_London_Ealing-London_England.html,£76
248,Best Western Chiswick Palace & Suites,1164,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d210757-Reviews-Best_Western_Chiswick_Palace_Suites-London_England.html,£107
249,Church Street Hotel,519,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d654054-Reviews-Church_Street_Hotel-London_England.html,£77
250,Studios2Let Serviced Apartments - Cartwright Gardens,3048,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1924847-Reviews-Studios2Let_Serviced_Apartments_Cartwright_Gardens-London_England.html,£86
251,Days Inn by Wyndham London Hyde Park,1300,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d602623-Reviews-Days_Inn_by_Wyndham_London_Hyde_Park-London_England.html,£144
252,Travelodge London City Airport Hotel,1700,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d594943-Reviews-Travelodge_London_City_Airport_Hotel-London_England.html,£68
253,Travelodge Wembley,1716,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d597383-Reviews-Travelodge_Wembley-London_England.html,£47
254,Holiday Inn Express London City,1632,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d189339-Reviews-Holiday_Inn_Express_London_City-London_England.html,£134
255,The Caesar Hotel,2712,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192097-Reviews-The_Caesar_Hotel-London_England.html,£115
256,"Mandarin Oriental Hyde Park, London",143,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d188963-Reviews-Mandarin_Oriental_Hyde_Park_London-London_England.html,£801
257,SponsoredThe Prince Akatoki London,71,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1626349-Reviews-The_Prince_Akatoki_London-London_England.html,£383
258,Taj 51 Buckingham Gate Suites and Residences,1987,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d559155-Reviews-Taj_51_Buckingham_Gate_Suites_and_Residences-London_England.html,£396
259,The Milestone Hotel and Residences,2455,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193121-Reviews-The_Milestone_Hotel_and_Residences-London_England.html,£279
260,Great Scotland Yard,64,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d18456059-Reviews-Great_Scotland_Yard-London_England.html,£296
261,London Marriott Hotel County Hall,3396,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195225-Reviews-London_Marriott_Hotel_County_Hall-London_England.html,£331
262,Flemings Mayfair,2696,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d255225-Reviews-Flemings_Mayfair-London_England.html,£252
263,SponsoredSouth Place Hotel,1467,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3437751-Reviews-South_Place_Hotel-London_England.html,£260
264,London Hilton on Park Lane,3962,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195224-Reviews-London_Hilton_on_Park_Lane-London_England.html,£309
265,Montagu Place Hotel,772,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d613653-Reviews-Montagu_Place_Hotel-London_England.html,£214
266,The Piccadilly London West End,1454,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193114-Reviews-The_Piccadilly_London_West_End-London_England.html,£290
267,The Laslett,375,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3628648-Reviews-The_Laslett-London_England.html,£216
268,Apex London Wall Hotel,2518,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1507196-Reviews-Apex_London_Wall_Hotel-London_England.html,£204
269,Melia London Kensington,1625,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d199140-Reviews-Melia_London_Kensington-London_England.html,£203
270,Arosfa Hotel London by Compass Hospitality,1995,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d209146-Reviews-Arosfa_Hotel_London_by_Compass_Hospitality-London_England.html,£230
271,Merit Kensington Hotel,28,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d17765524-Reviews-Merit_Kensington_Hotel-London_England.html,£113
272,Ambassadors Bloomsbury,2485,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d199106-Reviews-Ambassadors_Bloomsbury-London_England.html,£182
273,Holiday Inn London - Regent's Park,2706,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d224737-Reviews-Holiday_Inn_London_Regent_s_Park-London_England.html,£170
274,Apex City of London Hotel,5183,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d572859-Reviews-Apex_City_of_London_Hotel-London_England.html,£189
275,Bay Tree House Bed & Breakfast,899,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d489844-Reviews-Bay_Tree_House_Bed_Breakfast-London_England.html,£96
276,Hotel Indigo London Tower Hill,1507,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1803696-Reviews-Hotel_Indigo_London_Tower_Hill-London_England.html,£155
277,Residence Inn Marriott London Bridge,261,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12723519-Reviews-Residence_Inn_Marriott_London_Bridge-London_England.html,£157
278,Amba Hotel Marble Arch,3061,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193084-Reviews-Amba_Hotel_Marble_Arch-London_England.html,£226
279,Citadines South Kensington,1215,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195386-Reviews-Citadines_South_Kensington-London_England.html,£140
280,Dolphin House Serviced Apartments,1482,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d651345-Reviews-Dolphin_House_Serviced_Apartments-London_England.html,£165
281,The Royal Foundation of St Katharine,648,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d2241392-Reviews-The_Royal_Foundation_of_St_Katharine-London_England.html,£105
282,Glenlyn Hotel,598,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d574716-Reviews-Glenlyn_Hotel-London_England.html,£137
283,Danubius Hotel Regents Park,1718,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193129-Reviews-Danubius_Hotel_Regents_Park-London_England.html,£134
284,Novotel London Bridge Hotel,2772,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d273194-Reviews-Novotel_London_Bridge_Hotel-London_England.html,£169
285,Hotel Xanadu,656,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3308812-Reviews-Hotel_Xanadu-London_England.html,£105
286,Clink78,2686,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1068244-Reviews-Clink78-London_England.html,£51
287,Holiday Inn Express London-Limehouse,1158,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d289182-Reviews-Holiday_Inn_Express_London_Limehouse-London_England.html,£111
288,Rosewood London,2573,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193108-Reviews-Rosewood_London-London_England.html,£900
289,SponsoredDanubius Hotel Regents Park,1718,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d193129-Reviews-Danubius_Hotel_Regents_Park-London_England.html,£134
290,Covent Garden Hotel,1219,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d188937-Reviews-Covent_Garden_Hotel-London_England.html,£465
291,Taj 51 Buckingham Gate Suites and Residences,1987,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d559155-Reviews-Taj_51_Buckingham_Gate_Suites_and_Residences-London_England.html,£396
292,Montagu Place Hotel,772,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d613653-Reviews-Montagu_Place_Hotel-London_England.html,£214
293,The Cavendish London,4741,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192116-Reviews-The_Cavendish_London-London_England.html,£255
294,The Sanctuary House Hotel,1838,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d214658-Reviews-The_Sanctuary_House_Hotel-London_England.html,£237
295,SponsoredThe Prince Akatoki London,71,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1626349-Reviews-The_Prince_Akatoki_London-London_England.html,£383
296,The Devonshire,18,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d6124829-Reviews-The_Devonshire-London_England.html,£168
297,The Half Moon,307,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12198683-Reviews-The_Half_Moon-London_England.html,£182
298,Andaz London Liverpool Street,4441,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d798951-Reviews-Andaz_London_Liverpool_Street-London_England.html,£237
299,Nobu Hotel Shoreditch,415,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12099573-Reviews-Nobu_Hotel_Shoreditch-London_England.html,£219
300,St Paul's Hotel,664,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d6619066-Reviews-St_Paul_s_Hotel-London_England.html,£235
301,"Lincoln Plaza London, Curio Collection by Hilton",181,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12441410-Reviews-Lincoln_Plaza_London_Curio_Collection_by_Hilton-London_England.html,£154
302,The Grand at Trafalgar Square,1961,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d677369-Reviews-The_Grand_at_Trafalgar_Square-London_England.html,£208
303,Karma Sanctum Soho,927,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1382927-Reviews-Karma_Sanctum_Soho-London_England.html,£194
304,Crowne Plaza London - Battersea,1644,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d1901806-Reviews-Crowne_Plaza_London_Battersea-London_England.html,£122
305,The Fox & Goose Hotel,1377,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d287331-Reviews-The_Fox_Goose_Hotel-London_England.html,£170
306,Mornington Hotel London Victoria,245,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d214637-Reviews-Mornington_Hotel_London_Victoria-London_England.html,£127
307,Ibis Styles London Kensington Hotel,1671,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d7141155-Reviews-Ibis_Styles_London_Kensington_Hotel-London_England.html,£133
308,Grove Guest House,183,5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3528553-Reviews-Grove_Guest_House-London_England.html,£80
309,Ibis London Docklands Canary Wharf,1033,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192055-Reviews-Ibis_London_Docklands_Canary_Wharf-London_England.html,£108
310,Holiday Inn London - Kensington High Street,1807,3.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195280-Reviews-Holiday_Inn_London_Kensington_High_Street-London_England.html,£117
311,Citadines Barbican London,331,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195385-Reviews-Citadines_Barbican_London-London_England.html,£141
312,Clayton Hotel Chiswick,1080,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d612797-Reviews-Clayton_Hotel_Chiswick-London_England.html,£111
313,Thistle Kensington Gardens,2717,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195301-Reviews-Thistle_Kensington_Gardens-London_England.html,£122
314,Leman Locke,776,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d10763222-Reviews-Leman_Locke-London_England.html,£90
315,Crowne Plaza Hotel London Ealing,1226,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d195199-Reviews-Crowne_Plaza_Hotel_London_Ealing-London_England.html,£128
316,Travelodge London Excel,1308,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d3291169-Reviews-Travelodge_London_Excel-London_England.html,£68
317,Travelodge London Wembley High Road,949,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d7248301-Reviews-Travelodge_London_Wembley_High_Road-London_England.html,£53
318,Citadines Holborn-Covent Garden London,1666,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d192043-Reviews-Citadines_Holborn_Covent_Garden_London-London_England.html,£161
319,Ibis Styles London Southwark,2422,4 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d313127-Reviews-Ibis_Styles_London_Southwark-London_England.html,£129
320,Marlin Waterloo,1014,4.5 of 5 bubbles,https://www.tripadvisor.com/Hotel_Review-g186338-d12475989-Reviews-Marlin_Waterloo-London_England.html,£133
